GUID	ADDRESS	CITY	STATE	ZIP	COUNTRY
8de572af-a38b-4cf3-ba47-f66ace11f264	49314 Sullivan Crossing	Saint Petersburg	Florida	33731	United States
38377fde-fdee-4099-9de0-d2cf4e73891f	48 Sugar Court	Phoenix	Arizona	85053	United States
518303b8-c720-4eb5-8658-55b9ede2010c	1922 Roth Park	Jacksonville	Florida	32255	United States
d5d76c00-d087-47e6-a5ad-9a3d54f367b8	4656 Riverside Place	Baltimore	Maryland	21290	United States
e07186e0-2632-4897-b4b7-588e7c07d819	05821 Spenser Place	San Antonio	Texas	78245	United States
f3c8388e-e5ab-4c39-9dae-9351908b9dca	3 Harbort Court	Chattanooga	Tennessee	37405	United States
ca1e77d7-5bfa-4d13-95ab-5c8acfa25006	1 Grim Alley	Silver Spring	Maryland	20904	United States
bb6f171f-87c3-4a22-b04e-df852c869820	931 Oak Lane	Burbank	California	91505	United States
b0f8efa1-1e57-4b43-8962-95a28d906427	46664 Hallows Trail	Bronx	New York	10454	United States
f176e0ef-3a31-4c1c-b4d0-8ed90f4e4492	4 Merchant Plaza	Tucson	Arizona	85737	United States
9f77f63a-478c-423d-80e5-b7d3bfbf6af7	86037 Leroy Trail	Tulsa	Oklahoma	74170	United States
1dc9c521-9ca8-4f74-91c8-f0a9bf76f025	29807 Utah Point	Arlington	Texas	76011	United States
5cd7a6dd-f9da-4c3d-ab27-f16aef301e8d	89 Esch Center	Washington	District of Columbia	20420	United States
ac48853b-33aa-4951-b6d6-833421187b03	98 Evergreen Lane	Greensboro	North Carolina	27415	United States
39212678-fb27-4b74-93a8-e4ea0337284d	5 Butternut Point	San Luis Obispo	California	93407	United States
a02859b0-ae14-4cc9-8663-a3d310621803	8889 Straubel Avenue	Homestead	Florida	33034	United States
566751c3-b375-4474-8b02-b938a6148434	3741 Emmet Junction	Fort Pierce	Florida	34981	United States
d2b18e0a-ee06-4f07-8efa-c8f76160440f	98910 Mcbride Crossing	Detroit	Michigan	48211	United States
a8f63366-ee5b-4974-8720-eac71270f50a	82 Holy Cross Circle	Washington	District of Columbia	20226	United States
bf7c9782-3c9e-4e02-8d7a-54faa2e10c8d	21 Doe Crossing Avenue	San Antonio	Texas	78296	United States
d155f77b-8a39-4102-bf15-f6065d59e1c4	879 Superior Trail	Des Moines	Iowa	50362	United States
ebf3ada2-8f69-447b-acf7-6aaa398f72f1	14 6th Trail	Atlanta	Georgia	30316	United States
18dc4699-cfa2-4101-9415-d0b7c588b783	63478 Karstens Avenue	Rochester	New York	14652	United States
38367db1-6600-4c09-b4ea-176c75bab4b2	38656 Oak Trail	Jackson	Mississippi	39296	United States
f43c83f4-b544-443a-a264-0aafb455c170	3 Bowman Plaza	Knoxville	Tennessee	37995	United States
af65b054-5c73-44ae-be75-b6fe9229b323	71 Corscot Avenue	Melbourne	Florida	32919	United States
842d819a-d931-4df8-9a17-789bdee58822	0625 Sachs Avenue	Cape Coral	Florida	33915	United States
29bab628-bfd6-4403-b1b5-35b67a1556af	56 Barby Way	Birmingham	Alabama	35295	United States
7ec3f15e-caa7-4f41-be47-66828a8732b5	985 Green Hill	Columbia	South Carolina	29208	United States
88a1ed3c-d67c-4f88-a4a2-a8bf6394bb54	25200 3rd Park	Philadelphia	Pennsylvania	19136	United States
66700c40-a7de-4b70-aa09-b78563bc76b3	90 Talisman Center	Montgomery	Alabama	36125	United States
8fe0c9b8-2b38-4141-b2ae-33f65596b295	14251 Sundown Terrace	Miami	Florida	33147	United States
c6c4bd21-af02-4750-ab7a-e32ce119b7b4	6 Lawn Circle	Metairie	Louisiana	70033	United States
0e1489ca-79fd-482f-b4bd-b9d6c3b64a7c	9732 Golf View Road	Columbia	South Carolina	29240	United States
a209adac-c065-4939-94a9-9bb019bbef2d	573 Porter Place	Kansas City	Missouri	64142	United States
72bce51e-1490-41f0-88cc-35dd0979e5c2	2064 Independence Street	Peoria	Illinois	61635	United States
2016e3c6-8a51-476b-af5e-a325143a040c	7 Magdeline Hill	El Paso	Texas	88563	United States
3de42f2f-c88d-48e4-a7fe-1962d5b55043	470 3rd Junction	Oklahoma City	Oklahoma	73109	United States
40f5909a-495f-4ac2-9ad0-de6fd109d899	560 Fallview Crossing	Monroe	Louisiana	71213	United States
16144cb9-5944-4e7d-a002-6f53e2fe62bb	08 Hollow Ridge Place	Columbus	Ohio	43220	United States
3923d752-7e22-41e9-82a3-8f807cf0cbdb	792 Stuart Street	Roanoke	Virginia	24014	United States
20d48279-d4bb-4e19-9be5-764344ffb201	76048 Harbort Street	Raleigh	North Carolina	27605	United States
b390b00b-4e82-4a71-a03b-724c517fbbd4	7265 Pleasure Plaza	Dallas	Texas	75221	United States
2cef649f-a08a-423b-967f-455ee36de959	8 Oriole Crossing	Houston	Texas	77015	United States
795da855-7924-409c-b2dd-575927321e10	85 Cascade Center	Valdosta	Georgia	31605	United States
8456c4cc-0f6b-40d7-b422-d885a6d64523	29 New Castle Drive	Albany	New York	12262	United States
3c584f5c-4ebb-4291-b7bb-a824710ecaaf	200 Dexter Trail	Boca Raton	Florida	33487	United States
6668d961-edfe-4d3f-9abd-d9aa3b1c0474	25 Mosinee Avenue	Colorado Springs	Colorado	80920	United States
1842d202-76be-4c5b-82aa-11c9250fb074	7104 Morning Court	Rochester	New York	14652	United States
69066f02-8976-40e7-b544-db2c87f0f2c7	4 Annamark Point	Knoxville	Tennessee	37914	United States
ebd29761-2b42-4419-948b-f686f7121209	50 Kings Place	Stamford	Connecticut	06922	United States
96c7e04c-589d-42ea-a321-ee5393f341b1	13341 Waywood Center	Fort Pierce	Florida	34981	United States
f1d3761a-01ef-4d2f-a078-32d252d11734	05 Maryland Park	Anchorage	Alaska	99599	United States
2f86fe85-f090-4357-a5b0-fbe8cc24bee1	6 Carey Crossing	Salt Lake City	Utah	84140	United States
a44479af-4cb6-4518-9729-7548d93fb52c	96 Anzinger Parkway	Philadelphia	Pennsylvania	19141	United States
af85e07f-3136-4012-8dec-63724d8f0db1	5 Sutteridge Center	Memphis	Tennessee	38168	United States
40e27098-3883-4f85-bdf8-a2da194fa817	0 Rockefeller Avenue	Boston	Massachusetts	02104	United States
f7d464a8-a874-4e02-8b53-d9c37850591a	0102 Meadow Valley Circle	Cumming	Georgia	30130	United States
c3d865ee-05bc-4a98-aded-9b05270a5b7f	3 Maple Junction	Sarasota	Florida	34233	United States
ce66cce1-6713-470d-b8c0-e40f68a80a83	540 Stuart Road	Birmingham	Alabama	35225	United States
9a0b23b7-4fec-43c9-b5a6-8cad4ab1c8d8	3052 Gateway Way	Springfield	Missouri	65810	United States
5b0f44f1-5c58-4670-a7ab-3c6edbcf4f57	9 Ridgeview Road	Sacramento	California	95833	United States
c1de02ce-42d7-4b46-99fc-fbd0e68ef2b9	53 Amoth Center	Sioux Falls	South Dakota	57188	United States
e9c263c0-5230-46d1-b1ef-c873d70cbfb3	5 Duke Terrace	Joliet	Illinois	60435	United States
8b7b21f3-b533-44c8-be1c-8a5ffee7f769	8252 Badeau Point	Las Vegas	Nevada	89105	United States
235fa43c-9918-4133-bd3d-d242ccfe9be8	15953 Blue Bill Park Pass	Rochester	New York	14646	United States
af03f329-bfcd-4994-a6f1-6126ac06be4c	3781 Morningstar Circle	Syracuse	New York	13217	United States
2a5901bc-fca2-461a-ac2d-0e4d049cad04	599 Weeping Birch Park	Topeka	Kansas	66617	United States
d277db0e-d4b2-4796-9903-d1a85408f284	053 Londonderry Way	Phoenix	Arizona	85072	United States
698b3ef2-1797-4f12-b7f9-a474faf8e530	67 Sutherland Street	Pensacola	Florida	32526	United States
917350bb-195e-4c39-b539-382e84de70dc	35 Paget Court	Minneapolis	Minnesota	55470	United States
57095467-16a1-4acf-abf7-aa7e510c42be	76 Eastlawn Point	Bozeman	Montana	59771	United States
ad74c197-5bde-40c3-bd76-17a971e7056f	3 Utah Crossing	Las Vegas	Nevada	89166	United States
caa1ba27-ca02-4a00-8228-c8839bb88104	5 Roth Hill	Los Angeles	California	90065	United States
8cd77595-82ee-475c-8656-f83c76736d2a	74 American Ash Street	Chicago	Illinois	60657	United States
72fd4679-4b9d-45fd-9a6f-0f4a91b5c662	0 Westport Hill	Abilene	Texas	79605	United States
32ed6f8c-ba0c-43f1-9e40-e3d6c4cc6579	37664 Dexter Drive	Washington	District of Columbia	20566	United States
373abab0-45fd-4494-81f4-3aa3f3ba24c8	30 Florence Plaza	Carson City	Nevada	89706	United States
32b5e125-2dbf-4528-b5c7-2c4ac38d4e4b	51 Londonderry Alley	Helena	Montana	59623	United States
d5438dbb-049f-4415-a91c-113827b0c01b	1846 Miller Hill	Kansas City	Missouri	64136	United States
323a4f1e-775a-478d-ac0c-eb172e7fc775	96 Donald Plaza	Richmond	Virginia	23213	United States
9e4f7c40-733d-4ece-96b9-0bc6d678e6dd	117 Sheridan Court	Columbia	South Carolina	29225	United States
ec41babc-e662-41cc-af11-725575c801cd	88132 Pleasure Plaza	Sarasota	Florida	34233	United States
1ce83e8b-9499-4169-ace9-d74dfca613e2	0841 Saint Paul Circle	Saint Louis	Missouri	63169	United States
81738399-f614-4642-8b93-512c50fbde14	3 Goodland Circle	Honolulu	Hawaii	96835	United States
0550f697-e20e-46ee-b865-417515d7c532	7061 Macpherson Junction	Little Rock	Arkansas	72209	United States
adf46a1a-f515-4004-9bed-4c6934868472	61 Dovetail Lane	Atlanta	Georgia	30323	United States
2e18abef-7738-4cd3-add8-2cadc2213871	3098 Lake View Place	Pueblo	Colorado	81015	United States
61dd8d75-b6a6-411b-8f9d-31092a8e4fdd	664 Summer Ridge Circle	Birmingham	Alabama	35279	United States
2a32428e-b2d3-4809-acf0-bc17ce3a9e67	61 Dwight Lane	Sacramento	California	95833	United States
13a64f06-0a75-4d1c-a030-dedfd14e5d89	196 Sycamore Park	Pasadena	California	91131	United States
d3e49c1a-b090-4425-a360-3565bd9d4d69	55 Jenifer Pass	Terre Haute	Indiana	47812	United States
61f35a8c-35b0-4f57-ba75-79a4ee8e4169	24 Kingsford Trail	Little Rock	Arkansas	72231	United States
4bf135f7-824f-4ddc-817a-d825fac69bc2	5 Bashford Lane	Henderson	Nevada	89074	United States
dadedaf7-39cd-4e4c-ad0c-721a639e5e1e	7 Fisk Street	Arlington	Texas	76004	United States
7664994e-cb61-4e5e-bea5-b624d13029de	9291 Thackeray Trail	Clearwater	Florida	33758	United States
7b1b9c7b-48fc-4f0b-b2f4-285a8b54166c	84282 Stephen Street	High Point	North Carolina	27264	United States
5e60510a-3851-4bc0-8392-888de9a455cf	743 Park Meadow Parkway	Kansas City	Missouri	64187	United States
b6eac346-4440-46e0-97f7-1bf36a569775	4872 Bayside Center	Austin	Texas	78710	United States
ca8346e0-ecff-4394-bb99-faa9d723156c	3135 Carioca Point	Springfield	Illinois	62776	United States
a836cbb5-ece4-406b-b15f-c6427f36a2d9	1429 Helena Circle	Washington	District of Columbia	20456	United States
82c28c17-aeba-4207-99e9-8300332deb56	81 Glacier Hill Plaza	East Saint Louis	Illinois	62205	United States
a5615910-3335-45be-b420-547405742996	93 Derek Hill	San Francisco	California	94154	United States
6a86fd43-c5d0-4e5f-87ea-03cbe19b4d7f	65 Bayside Crossing	Carson City	Nevada	89714	United States
305d65ec-8dd4-4558-aeff-a84685a15a81	63083 Crescent Oaks Court	New Orleans	Louisiana	70183	United States
06da2087-27c6-4cf9-9806-c0b41884392f	70936 Continental Road	El Paso	Texas	79989	United States
8522cf2f-02de-434b-9a35-b6aff0d76442	589 Oak Way	Des Moines	Iowa	50393	United States
9df4fe43-23b0-4fa9-93c3-d688006e00f1	38734 Sunnyside Junction	Wichita Falls	Texas	76305	United States
3ae47283-41fd-4d76-a57e-e2367f632f22	71536 Summerview Drive	Springfield	Massachusetts	01105	United States
774feca2-f3fd-4e65-ad05-f80bafe83bbb	9016 Division Plaza	Washington	District of Columbia	20299	United States
953a3d1a-7f89-45d3-8ad3-c1cf301ec9a0	0 Truax Parkway	Albuquerque	New Mexico	87180	United States
b3c81eda-5911-4c2c-bd30-b6b359411c05	9 Artisan Junction	Tyler	Texas	75705	United States
f79964dc-ce40-472b-8d39-5a680f725be1	53673 Iowa Drive	Fresno	California	93726	United States
68d42b91-3477-42b5-a533-272b32ad58d7	0 Havey Park	Chattanooga	Tennessee	37405	United States
f4575ae8-5031-4922-bbcb-51add856ce7f	25 Sugar Circle	Galveston	Texas	77554	United States
e7a36f64-6bbe-4d05-b6e9-f18f3561ef7f	59 Everett Avenue	Philadelphia	Pennsylvania	19131	United States
facda9cb-8080-44c9-abff-e67e37994f27	8 High Crossing Center	Hot Springs National Park	Arkansas	71914	United States
f033ed67-6f25-41e2-999d-b17cf3d92a7d	1 Daystar Center	Charleston	South Carolina	29416	United States
b2e4d64c-a71f-45d4-bf0c-083840237982	15956 Carioca Crossing	El Paso	Texas	88541	United States
428224c3-2562-42d8-ade3-bd05cc5005ca	519 Dryden Point	New York City	New York	10029	United States
a406f720-f9ab-484b-8d7a-d5c48947ea49	07 Roth Street	Birmingham	Alabama	35205	United States
bdcb1d94-9931-475d-b2c3-182040a1da51	620 Acker Point	San Francisco	California	94159	United States
de40062b-3187-4276-af30-20947d263bf8	02 Merrick Terrace	Santa Barbara	California	93150	United States
7d26c17f-04b8-44e6-9c50-ed3a0cd4df06	42520 Briar Crest Parkway	San Diego	California	92121	United States
015e946e-16a1-4419-9749-8a8a978ae37a	6301 Meadow Vale Junction	Fort Wayne	Indiana	46814	United States
01ff6f4d-1028-45b8-a7a9-75a36183c111	8 Portage Court	Philadelphia	Pennsylvania	19093	United States
98cbdbd6-13a1-4ca3-be1f-1832cd67d736	70190 Ronald Regan Lane	Fort Pierce	Florida	34981	United States
4412fff2-0445-49d7-9259-b9e5e704a6d9	9911 Autumn Leaf Crossing	Youngstown	Ohio	44555	United States
ad99744d-6b26-4d5d-97a1-8af4b19c3204	0 Reinke Avenue	Norwalk	Connecticut	06854	United States
f931284d-c307-422d-acc8-a05fd5e98ee6	8 Prairieview Pass	Charlotte	North Carolina	28278	United States
3b00f9ad-69d7-4b6d-a92c-170ee33d9bd0	97 Westerfield Center	Phoenix	Arizona	85035	United States
88b46cb7-27eb-4e02-87d1-860f53939275	8 Donald Lane	Louisville	Kentucky	40298	United States
ad8bf432-2e6d-4d7d-8754-ab3a7e4df390	0311 Continental Point	Bismarck	North Dakota	58505	United States
132346c9-ebae-4b04-8faa-eb468d8458a5	569 Thompson Pass	San Francisco	California	94164	United States
7e0cf07f-bae7-405e-9559-ae12b2d781a1	233 Linden Court	Newport News	Virginia	23612	United States
f306e16c-0d39-4663-baa8-19489195cf6d	58279 Norway Maple Point	Amarillo	Texas	79188	United States
c0cc8d41-55b2-425f-b0b3-bc7a9a047988	799 Utah Junction	Silver Spring	Maryland	20910	United States
e340f0ab-7f5f-40be-a894-e3062df3e32f	06534 Northview Circle	Philadelphia	Pennsylvania	19141	United States
96c8d1af-54f5-4a35-940b-a2a5ffa53698	184 Aberg Plaza	Los Angeles	California	90035	United States
71f7407f-edbf-45c5-8ab4-daa1b88f5fad	1 Sherman Parkway	Tyler	Texas	75710	United States
c604efaf-3fdb-40bc-b232-72d58aa81a1f	1479 Raven Road	Laurel	Maryland	20709	United States
d2bf24bd-6289-41aa-9c44-80e2f9ad469a	68 Colorado Plaza	Mobile	Alabama	36605	United States
3582d522-3c81-4835-8eaf-43efc0d5688b	0442 Sycamore Hill	Lancaster	Pennsylvania	17622	United States
9f490610-0a10-4c59-a99c-519d0215f312	0 Arrowood Crossing	Southfield	Michigan	48076	United States
4e081ce8-63b0-40d4-83ef-05ba40962636	4 Old Gate Plaza	Tallahassee	Florida	32309	United States
0ace6a64-f0a6-4c96-ba46-871af054b751	86 Dahle Trail	Portsmouth	New Hampshire	00214	United States
b1fb9e7b-12ee-45bd-93cc-a01dda82756c	2884 Melody Parkway	Boston	Massachusetts	02298	United States
db789634-8334-4078-8f3d-49785a100bbe	710 Old Shore Hill	Jefferson City	Missouri	65105	United States
4dfc9db1-c8a7-4af9-a292-65067f2b94c6	3522 Haas Alley	Clearwater	Florida	33763	United States
087c1ea4-8a35-4c3b-b581-4ed6c0a564ec	9651 Blaine Court	Washington	District of Columbia	20566	United States
a25adc7a-bff4-4831-b723-8cd98f36bfcd	119 Armistice Place	Washington	District of Columbia	20525	United States
68e423b2-87f5-4d82-a2aa-d35cb0ca7759	75519 Mallory Hill	Peoria	Illinois	61605	United States
d7fa4af5-e9ce-463a-aa8d-276ffc97a883	7630 Judy Parkway	Seattle	Washington	98121	United States
0a10386c-7e16-4a80-9e4c-e0d7816e7dda	7071 Buena Vista Avenue	Atlanta	Georgia	31136	United States
ff0a7044-6510-47ac-9402-11e6d610de31	059 Prentice Plaza	Boston	Massachusetts	02208	United States
fbb701fe-d359-4d7f-87b4-e6db861bc04a	2798 Reinke Way	El Paso	Texas	79923	United States
6c77e072-aa31-4388-ba4f-bf7ecc18ea68	05 Crest Line Parkway	Saint Louis	Missouri	63116	United States
cc2ae80f-c914-44b7-a9b6-412fede99862	8108 Artisan Lane	Charleston	West Virginia	25331	United States
11da15ab-444b-4c11-9c10-22c209b9994e	2206 Gina Drive	Mobile	Alabama	36616	United States
7b1f17ef-74db-4eaf-a703-72da18849e89	7966 Lakewood Gardens Hill	Peoria	Illinois	61629	United States
f1db5ff1-0b11-4aaa-87d0-83cdf6bfb997	826 New Castle Crossing	Huntington Beach	California	92648	United States
ca2b6550-57f9-430e-8bca-50879a66e778	122 Crescent Oaks Junction	Boston	Massachusetts	02109	United States
8c34b674-fb2a-4057-a797-8e523382037d	95332 Carey Way	Buffalo	New York	14215	United States
41f2f7c3-3d38-4bd2-ba14-9e623c5761b4	9 Village Junction	Missoula	Montana	59806	United States
902946ec-307b-45fc-82cc-da33f00ad87e	02029 Beilfuss Way	Springfield	Missouri	65810	United States
180866a5-525a-4055-b90a-9bde2bb3ff98	08 Buell Circle	Syracuse	New York	13217	United States
976d9b9c-d919-40e2-beac-6978fc44257d	595 Sundown Plaza	Spokane	Washington	99252	United States
7ee84056-4669-41ed-9c7a-8042a9ab2d45	75773 Park Meadow Terrace	Shreveport	Louisiana	71151	United States
017e9419-33ef-4b5a-8cea-a7c2953966b2	16 Steensland Parkway	New Haven	Connecticut	06520	United States
643f30ed-0592-4148-a900-5941a63f6620	20210 Scofield Place	Newark	Delaware	19714	United States
eaa9e926-3541-41c6-a272-a4725d66b29d	219 Northwestern Point	Birmingham	Alabama	35210	United States
14a480fb-9aab-4fd3-92b5-4a18ac5aec3c	08260 Maple Wood Pass	Houston	Texas	77240	United States
201fa5bc-dc25-4cda-9f5d-886ba289a903	40905 Larry Trail	Tacoma	Washington	98411	United States
69c21db8-fead-4936-bbb4-a31ed04ba04f	9286 Thackeray Trail	Chicago	Illinois	60619	United States
aaecc4dc-1d64-4016-bff1-75b4e5026805	8113 Pine View Circle	Valdosta	Georgia	31605	United States
f37cf6f6-9830-4987-939f-6ea80a275326	3088 Randy Crossing	Bakersfield	California	93399	United States
721826ae-a58a-4142-8c44-a422609cca09	791 Petterle Road	Toledo	Ohio	43635	United States
8ebb6284-f6b1-4205-95f5-033bf33b4e9e	5 Prairie Rose Terrace	Dallas	Texas	75310	United States
c08b0339-f64a-45f4-ac7d-53677f20f57b	8048 Briar Crest Plaza	Rochester	New York	14652	United States
37ed9891-5f24-4d41-be41-ce8bcaf7c47e	85 Westerfield Way	Charlotte	North Carolina	28263	United States
5a3b22ac-2a9f-4df3-8675-71597b48e011	2 Briar Crest Terrace	Clearwater	Florida	34615	United States
76dcb359-b3c2-40cd-8b0a-5fccb46ba422	1 Saint Paul Avenue	Independence	Missouri	64054	United States
40a54cf9-f233-40f5-86eb-4d6d2485a47d	8185 Hanover Point	Wilmington	North Carolina	28410	United States
b7504be4-01a0-491e-bc3e-d45a753e838f	0447 Linden Terrace	Sacramento	California	94280	United States
f9bc2563-d2c4-4b72-be45-f1bde2a01a14	132 Clarendon Pass	Muncie	Indiana	47306	United States
43b48c57-9042-4ca7-a78e-999b522aae62	334 Scott Way	San Luis Obispo	California	93407	United States
fc173ea5-6c9f-43b1-84af-e5140300e7c5	7846 Main Junction	New Bedford	Massachusetts	02745	United States
65f33542-eca5-4282-968b-0a8d879766fd	67 Sunfield Court	West Palm Beach	Florida	33421	United States
b575481a-ff4c-469e-9c4c-74d8f5aa39d7	6 Village Green Road	Saint Louis	Missouri	63126	United States
537be5db-6732-44e7-9d14-a4999b330155	5 School Trail	Fayetteville	North Carolina	28305	United States
7e3bcc4a-566f-4c47-885d-f6e38fbe17b7	50515 Marquette Circle	Toledo	Ohio	43605	United States
8a53bfcb-822f-42db-bb82-6046244716f8	5493 Maple Drive	Montgomery	Alabama	36114	United States
298312b3-059d-46bf-9f30-597c81e31a2e	203 Rockefeller Street	Fort Lauderdale	Florida	33355	United States
7768c4f5-c1c1-4732-9462-bf6f54e6a0fc	06674 Eagan Pass	Omaha	Nebraska	68179	United States
b8f6f436-2f99-48f6-96c6-b732918efc30	35101 Butternut Street	San Antonio	Texas	78240	United States
50f612a9-e30b-4038-8126-d829d24053ae	44 Arizona Point	Kansas City	Kansas	66105	United States
2bd48d4c-21a5-4f8d-bfbc-a45d096be71a	8184 Moulton Way	Denver	Colorado	80243	United States
53a9e631-f82b-412a-86ff-9e4423a2be54	88832 Hanson Drive	Washington	District of Columbia	20599	United States
0fab00c8-94ee-4ed6-b672-17ef07e1305c	1154 Maywood Court	Reston	Virginia	22096	United States
effc77d0-cf09-4f4a-a51a-fc3c1bb4bf5f	55266 Kedzie Trail	Sacramento	California	95894	United States
5d24041e-179b-4d69-8a93-c17294e28c3b	429 Mockingbird Hill	Huntington	West Virginia	25770	United States
605881e6-7546-410c-9969-73aabebd6614	9677 Erie Way	Pomona	California	91797	United States
10f28e74-6e05-49c8-81d8-515baf7800c6	546 Fairview Junction	Los Angeles	California	90020	United States
a65ae964-4ae8-4c0f-9c59-106a190bdabd	2873 Northridge Way	Jacksonville	Florida	32255	United States
65b89246-a410-465f-9987-172714d56fec	81133 Green Avenue	Columbia	South Carolina	29203	United States
5500405c-db93-4759-a983-2b1bbf9b73da	8751 Continental Court	Newark	New Jersey	07104	United States
f5c90095-49b9-49c4-93f4-a5c1a2ceaeeb	79058 Gale Court	Akron	Ohio	44321	United States
08af8bd9-2026-4a5f-8db2-d5f0b36ca722	8 Vera Place	Detroit	Michigan	48295	United States
65d9f7b8-385f-4625-83df-bc762c483110	1258 Roxbury Parkway	Houston	Texas	77085	United States
144a87bf-8130-453f-a68d-f5dbf16830d2	9 Elgar Crossing	Amarillo	Texas	79176	United States
58230a7a-3566-4f73-90b8-28d9f82dc183	78 Fairview Point	Dayton	Ohio	45426	United States
5a8f6ee4-6db1-45e8-b208-c268a25251e5	08762 Cardinal Pass	Tacoma	Washington	98417	United States
eafd1a75-6832-4fb8-bdf3-02c51236e9d4	0 Trailsway Crossing	Atlanta	Georgia	30392	United States
249bf1f2-e13a-4577-93d7-37647329d5fa	37874 Merchant Hill	Charlotte	North Carolina	28220	United States
4a3ece94-4fc1-4970-9da6-91fa6628bc59	9 Veith Parkway	Fort Lauderdale	Florida	33336	United States
3632949d-008c-42c0-bc5f-e79daf3c0555	8476 Cherokee Terrace	Nashville	Tennessee	37215	United States
3f9172e2-d481-4c8d-9827-79ec206652b7	1 Fulton Crossing	Boise	Idaho	83722	United States
49436b50-c39f-4976-b122-de86221e0ac8	83643 Lyons Center	Saint Paul	Minnesota	55108	United States
6089e0f3-c881-4601-9365-9c6d24949440	32092 Michigan Trail	Savannah	Georgia	31416	United States
ff6e7ba1-89de-4991-98ce-f06628d46c0d	33 Meadow Ridge Lane	Des Moines	Iowa	50335	United States
42b6ea31-ffbf-4fe0-8468-8a7613c2d905	2138 Hansons Place	Houston	Texas	77045	United States
e1a09f3d-b7cf-4d85-8bb2-beb732b80aef	80002 Ruskin Plaza	Ogden	Utah	84409	United States
c15a403e-bff3-43bf-869d-fbc50521b5d3	9020 Moose Hill	Omaha	Nebraska	68105	United States
f8c1efa0-1717-478c-8cc3-d7235c75e9fb	51 Gulseth Terrace	Sacramento	California	95838	United States
407c0a9a-2ddc-467b-8e07-88f3a47b237e	04 Tennyson Place	Delray Beach	Florida	33448	United States
89d655e1-c3b4-4d71-a643-c81e68268321	9 Fulton Alley	El Paso	Texas	79955	United States
0a9920fb-80ce-4506-8ee5-34d0e8d91805	101 Messerschmidt Lane	Saint Louis	Missouri	63126	United States
b9c1d50b-261a-47fd-bbce-c9298f774576	09011 Mesta Plaza	Santa Clara	California	95054	United States
bb46d66b-2d1e-43d6-8c52-4acf455d4527	3 Katie Drive	Fort Smith	Arkansas	72916	United States
174bdaa7-702d-437e-bb69-8545a133d915	36464 Summerview Pass	Miami	Florida	33190	United States
6d6a6c78-383a-417d-9b57-13eb6d663e9a	7 Bobwhite Park	Colorado Springs	Colorado	80940	United States
0d294bb1-91f4-473d-83f5-abb636cfe63e	818 Northview Court	Washington	District of Columbia	56944	United States
c87ebfa1-be7d-4d9c-86ee-5c8373cc50a0	5686 Eagan Place	Lima	Ohio	45807	United States
df53e306-f783-491b-8588-bd71d09c041a	5 Dixon Alley	Englewood	Colorado	80150	United States
f9f02652-b830-4902-860f-50d9e45488e2	27876 Hanson Court	Austin	Texas	78744	United States
4ffbbfb1-c59a-44a8-8058-4d24908b9e4e	40 Northwestern Junction	Salt Lake City	Utah	84110	United States
a9634f27-c059-4f25-9758-19016b3b8606	8 Mccormick Center	Phoenix	Arizona	85040	United States
9494ac0d-5f3b-4ddd-bace-b28bf53ab625	47 Wayridge Plaza	New York City	New York	10280	United States
b54eb739-4019-4918-b1ec-f1a3d5818073	3 Pawling Point	Amarillo	Texas	79176	United States
abd32c16-3398-41e5-81c1-502769303f1f	7 Sundown Pass	Dallas	Texas	75251	United States
3dcc70c4-596c-4160-92c1-4ceaf8ea1ea1	06 Surrey Drive	Maple Plain	Minnesota	55572	United States
4612a37a-0e4b-449f-8ec0-b22dd1b0b0e9	8 Golf Course Trail	Jamaica	New York	11407	United States
6c678e2e-960f-424c-a38c-96102d67bdd6	958 Corry Park	Nashville	Tennessee	37235	United States
51173648-ccd1-40b9-a240-c3462a1187eb	462 Chive Junction	Fairbanks	Alaska	99790	United States
1de5fc73-91aa-4a88-b630-6dad4487abe2	97656 Ohio Point	Iowa City	Iowa	52245	United States
b2ae8fb1-c7d4-48a8-b131-42406bcdb45e	81874 Vernon Avenue	Washington	District of Columbia	20022	United States
91e4607c-72e9-45d5-a4a8-bf9895802c01	581 Duke Place	Fort Worth	Texas	76105	United States
b5f5e284-ffcb-4530-ba1e-37eda4131c3f	7915 Sachs Parkway	Springfield	Massachusetts	01114	United States
71a5f429-bafe-49ea-8eac-737afcf2ccab	9 Superior Circle	Birmingham	Alabama	35285	United States
507a0f25-9177-4ec8-9fb9-348d011e3715	4 Fairview Point	Rochester	New York	14619	United States
4255a722-8f9b-4c15-a4d6-8ada5bf613de	824 Ronald Regan Point	New Orleans	Louisiana	70165	United States
a571d0a9-a27b-4797-a5dc-25d1e5e8c914	63 Helena Avenue	Anaheim	California	92812	United States
522bf5a0-370a-42b4-b877-417545bb6437	081 Hagan Park	Fresno	California	93794	United States
9c9db3cf-b2a8-4921-b266-cd302ea723e6	5 Hintze Road	Saint Petersburg	Florida	33710	United States
061f4044-efe3-47e3-bd5f-4e016dc1472d	853 Sage Point	Virginia Beach	Virginia	23464	United States
107c1ff3-0f7f-4b5e-9682-0b9bd9e522c8	9169 Quincy Lane	Saint Louis	Missouri	63121	United States
610b9d7e-5b0f-4666-bbd2-3b4e9822af11	025 Rusk Street	Shreveport	Louisiana	71151	United States
d10c2ab8-5f4d-4609-9d52-0eee9b77e196	894 Hoard Street	New York City	New York	10175	United States
